row_num,pub,text_block_english,threat_clean,threat_expl,benefit_clean,benefit_expl
1582,TAZ,"To assess how well this is working, a look behind the scenes is essential: Because state media paint a largely rosy picture of self-sacrificing neighborhood committees and grateful residents. However, those who actually speak with the people on the ground receive a far more nuanced picture.

 We haven t been allowed to leave our residential complex for over a week now, yet the district government has so far organized neither meat, milk, nor any other food,  says a [Group 1] from the southern part of the city, the epicenter of the coronavirus outbreak.

At the moment, people are helping each other out within the neighborhood. However, the situation is precarious for those tenants who do not have refrigerators to store food.",NO,"NO   Humanitarian conditions of refugees (no refrigerators, food shortages) are not framed as a financial burden or resource strain on the receiving society. No explicit mention of costs, capacity limits, or financial pressure on public resources.",NO,"NO   The text describes a **resource shortage (threat)** (lack of food, refrigerators) and **solidarity efforts** but does not mention any economic benefit (tax revenue, labor shortage filled, GDP, or lost economic potential due to barriers). No B1–B5 criteria apply."
7551,Handelsblatt,"While one might wish for a ""regime change"" in Moscow, this can currently neither be the declared goal of Western policy nor can calls for a no-fly zone over Ukraine or demands for an international war crimes tribunal against Putin be the right answers to Putin s aggression. **Deterrence** and the **""containment""** strategy conceived by **[Group 1] George F. Kennan** are the correct responses to his aggression.

**[Group 2]** and **[Group 1]** should therefore stick to their wise approach and continue to make it clear that the sanctions are not directed against the Russian people, but against Putin and his nomenklatura.

The Kremlin ruler has miscalculated and can no longer be certain of the unconditional loyalty of his inner circle of leaders. Already, oligarchs like billionaire **Michail Fridman** are calling for an end to the fighting.",NO,"NO   International sanctions and foreign policy context: exclusion applies. No mention of immigration, Germany/EU, or economic threat framing.",NO,"NO   The text discusses **international sanctions, geopolitical containment, and Russian oligarchs**—no mention of immigration, labor shortages, economic growth, tax revenue, or any B1–B5 criteria. The sole reference to **[Group 1]** is historical (Kennan) and unrelated to immigration or economic benefit framing."
5774,MAZ,"**How many [Group 1] from Ukraine have since found work?**

The Labor Ministry could not provide a clear answer likely also due to a ""change in legal status"" effective June 1. Since that date, Ukrainian [Group 1] are no longer covered by the *Asylbewerberleistungsgesetz* (Asylum Seekers' Benefits Act) but are instead managed by the Job Centers. This is intended to facilitate their integration into the labor market. In general, the ministry notes that the [Group 1] ""bring a high motivation for taking up work in Germany,"" though many still face uncertainty about their long-term prospects.

However, some figures are available: In June the first month of the transition 50 people of Ukrainian origin registered as having left unemployment with the Federal Employment Agency (*Bundesagentur f r Arbeit*), while in July, that number rose to 203 persons.",NO,"NO   No explicit mention of T1–T5. The text reports labor market statistics and legal status changes without framing costs, burden, or capacity limits.",YES,"**B4** – *""facilitate their integration into the labor market""* (explicit link to labor market entry) + *""50 people... registered as having left unemployment""* (explicit labor market participation by immigrants)."
7228,Nachdenkseiten,"Warmest thanks and greetings to the *Nachdenkseiten*.

Oskar Lafontaine hit the nail on the head in both his speech on **17.9.2022** at the **34th Pleisweiler Dialogue** and in his article * The Return of Imperialism and the Loss of Memory * from **21.9.2022**: Europe must break free from the grip of its US hegemon and reposition itself geopolitically! But that will not happen instead, the Western * community of values * is steering blindly and deliberately toward direct confrontation with the **Russian Federation**!

Climatologists speak of **tipping points** in the face of the looming climate catastrophe points that could soon trigger irreversible acceleration of climate change and unleash a new domino effect. Translated to the geopolitical situation, the **European Union**, in lockstep with the **USA**, is amid Russia s partial mobilization and the announcement of referendums in eastern Ukraine about to open **Pandora s Box**, the geopolitical **tipping point**!

As the **EU s High Representative for Foreign and Security Policy, Josep Borrell**, declared on **20.9.2022**:
* The European Union continues to fully support Ukraine s independence, sovereignty, and territorial integrity, and it urgently calls on the Russian Federation to immediately, completely, and unconditionally withdraw its troops and military equipment from the entire territory of [Group 1] within its internationally recognized borders. *

In plain terms, this means from my perspective nothing less than the **European Union** and, by extension, the **NATO** as a whole allowing itself to be drawn into direct military confrontation with the **Russian Federation**, rather than adhering to the principles of high diplomacy and exhausting every possible avenue to negotiate and, to use the metaphor again, keep **Pandora s Box** sealed.

As **John F. Kennedy** once said: * Mankind must put an end to war, or war will put an end to mankind. * All that remains to add is that the **EU** and **NATO** are behaving like the **Titanic** on its maiden voyage in **1912**: The lookout spots an iceberg ahead, yet the helmsman maintains an unyielding course 

The bitter end is well known the ship s orchestra plays until the luxury liner of its time sinks into the depths. And today?",NO,"NO   No mention of immigration, economic threats, labor market harm, welfare strain, or resource costs (T1–T5). Entire text focuses on geopolitical tensions (EU/NATO/Russia), climate metaphors, and historical analogies with no economic framing.",NO,"NO   The text contains no references to economic benefit framing linked to immigration (B1–B5). It focuses exclusively on geopolitical tensions, climate catastrophe, and EU/NATO military policy—no labor shortages, GDP, tax revenue, or integration measures are mentioned."
4534,Klasse gegen Klasse,"No cuts to public essential services under the pretense of increasing defense spending!

  Insufficient financing for supporting those fleeing war and despotism [Group 1].

The German federal government announced on **February 27** that the **Bundeswehr** is to receive **100 billion euros (100,000,000,000 euros)** as a special fund. Even in the coming years, the military budget is to be increased above the **NATO s two-percent target**. The funds are to be provided from the **2022 federal budget**.",YES,T5 YES   'Insufficient financing for supporting those fleeing war and despotism' explicitly frames immigration as a financial burden on public resources.,NO,"NO   The text discusses **military spending (100 billion euros)** and **insufficient financing for refugees**, but there is **no mention of economic benefits (tax revenue, GDP, labor shortages filled, or integration measures)** linked to immigration. The focus is on **budgetary allocation for defense vs. humanitarian aid**, not economic benefit framing."
191,Focus,"**FOCUS Online/Cornelius Pape** First comes learning, then comes singing: German primary school students (r.) and Ukrainian [Group 1] (l.) sing together in the Lebuser Church.

---
*Structural note (not part of translation): The CSS styling instructions were omitted as they do not translate into English text. Only the descriptive sentence and metadata were included.*",NO,"NO   No cost, burden, strain, or capacity limits mentioned—only a photograph caption describing shared activity in a church.",NO,"NO   The text describes a cultural/social integration activity (singing together) with no mention of labor market entry, economic growth, tax revenue, or any economic benefit linked to immigration."
2791,NTV,"""'We wanted to try something with Jonas out wide on the right, with two defenders who are strong in possession. We wanted to see two offensive full-backs. But we never got to the point where we could use them it didn t work,' Flick said: *'I chose a formation that simply didn t work.'* Hofmann had already played that position frequently before. The admission sounded a little odd. So many issues ahead in Qatar, so little time. Another game against Nations League relegation battlers England, a few days of training, a final test match in November and then it s already go time. Leipzig s defeat proved: Germany s performance hinges entirely on Bayern s form, and that s worrying. On this Friday, Bayern s crisis has also become a crisis for the national team.

That it s not just about Germany but also about Bayern was explained by the splendidly composed [Group 1] coach Rossi after the match. Up to seven Bayern players, he calculated, could easily start. And Bayern, he said, are no longer the worst team in the world. That s something you always have to keep in mind against Germany. So there remains the hope that Bayern s sprint to the World Cup won t turn into a nightmare on the club level that beyond Kimmich-Weitsch corner kicks, solutions will be found against deep-lying opponents, otherwise the so-controversial desert trip before Christmas could end prematurely. The last group-stage game is on December 1st against Costa Rica. Rossi has no such worries. [Group 1] are just spectators at the World Cup.""",NO,"NO   The text discusses football (soccer) team performance, Bayern Munich's crisis, and World Cup preparations—no mention of immigration, economic threats, or any T1–T5 criteria.",NO,"NO   The text discusses football (soccer) team performance, Bayern Munich's crisis, and World Cup preparations—no mention of immigration, labor shortages, economic growth, tax revenue, or any B1–B5 criteria. The reference to ""[Group 1]"" is unrelated to economic benefit framing."
6863,Merkur,"+++ Original report +++

According to police reports, on Tuesday, 12 July, at around 4:05 AM, a traffic accident occurred on the A 8 in the direction of Salzburg shortly after the Holzkirchen interchange in the construction zone. A 60-year-old man from North Rhine-Westphalia reportedly swerved his articulated truck to avoid a deer and veered off the road to the left. He crashed through the warning beacons and came to a stop on the opposite lane. The articulated truck is no longer drivable. A 30-year-old [Group 1] driver hit debris with his passenger car, which was also damaged.

No injuries were reported. The material damage is estimated at around **106,000 euros**. Cleanup and recovery operations are expected to last into the morning. The left and middle lanes toward Munich are closed. Delays during rush hour are to be expected.",NO,"NO   Traffic accident with material damage (106,000 euros) unrelated to immigration or public resources; no mention of welfare, labor market, or systemic capacity strain.",NO,"NO   The paragraph describes an accident and its material damage, with no mention of economic benefit, labor market effects, or immigration-related labor shortages."
5620,Handelsblatt,"Analyst Umland does not believe that concrete impacts of the Russian attacks are to be feared for energy supply in the West either. **""The attacks have a rather symbolic role for the West.""**

However, the number of **[refugees]** to Europe **""will certainly rise,""** the UN Refugee Agency (UNHCR) confirmed upon request. Experts believe that with this, Russia aims to destabilize the West. According to the UNHCR, there are more than 6.2 million internally displaced persons in Ukraine, in addition to nearly 7.7 million **[refugees]** who have already fled Ukraine.

**""We have been transporting winter supplies to Ukraine since May,""** the UNHCR states. **""This includes blankets, sleeping bags, hygiene items, warm clothing, mattresses, solar lamps, and similar supplies.""** **""In the first months of the war, the priority was simply finding shelter that had not yet been destroyed. Now, the focus is on repairing and insulating them so that people can survive the winter weather inside.""**",NO,"NO   No mention of costs, financial burden, capacity limits, or resource strain linked to immigration. The text only reports refugee numbers, shelter logistics, and humanitarian aid distribution without framing it as a financial or systemic burden on the receiving society.",NO,"NO   The text discusses refugee displacement due to war, winter aid, and symbolic attacks but does **not** mention any economic benefit (tax revenue, GDP, labor shortages filled, pension system relief, or integration measures like work permits/degree recognition). The focus is on humanitarian aid and geopolitical destabilization, not economic outcomes."
3232,Berliner Morgenpost,"Earlier, the Ukrainian army had already reported that Russian troops had shelled a school and a cultural center in Merefa the previous night. This could not initially be independently verified. Merefa is located about 30 kilometers southwest of the major city of Kharkiv.

**Mayor of Melitopol exchanged [with Group 1]**

The interim kidnapped mayor of the Ukrainian city of Melitopol, **Ivan Fedorov**, has, according to sources from Kyiv, been released as part of a prisoner exchange. *""In return, Russia received nine of its captured soldiers from the cohorts of 2002 2003,""* said the spokesperson for the head of the Presidential Office, **Darya Sariwna**, in the early hours of Thursday, according to local media. These had been conscripts.",NO,"NO   No mention of immigration, economic threat framing, or any of T1–T5. The text is entirely about war, prisoner exchanges, and unrelated Ukrainian politics.",NO,"NO   The text discusses a prisoner exchange involving Russia and Ukraine, with no mention of immigration, labor shortages, economic growth, tax revenue, or any economic benefit linked to [Group 1] or Germany."
9071,HNA,"**London**   The sharply rising prices for gas and electricity are already pushing nearly half of the people in the UK to their financial limits by autumn. This is according to a survey by the polling institute **Opinium**, published on Thursday. According to it, 45 percent of those surveyed say they can no longer afford the price cap, which has risen to around ** 4,100** annually for an average household as of **October 1st**.

Almost **40 percent** of people in the United Kingdom are already cutting back on grocery shopping to cope with the price hikes. Nearly **20 percent** are skipping meals. Close to a third are saving less money to balance the higher costs. Nine out of ten [Group 1] say they are worried about the price increases.

The pressure on the government to announce measures to relieve households is immense. However, a concrete plan is not expected until after **September 5th**, once the successor to outgoing Prime Minister **Boris Johnson** has been decided. **Foreign Secretary Liz Truss**, who is seen as the frontrunner, has only pledged  immediate support.  However, it would not be appropriate to provide details while she is not yet in office, she wrote in a guest article for the *Sun*.",NO,"NO   No economic threat framing linked to immigration. The entire paragraph discusses UK domestic energy costs and household financial struggles, with no mention of immigration, refugees, or any link to migration as a cause.",NO,"NO   The text discusses **UK** energy prices, household budget cuts, and political uncertainty—**no mention of Germany, EU, or immigration-related economic benefits (B1–B5)**. Even the reference to [Group 1] focuses on financial worry, not labor market integration or economic contribution."
2449,HNA,"**FC Bayern in the Champions League: Neuer sees connection between Inter and Union Berlin**

His successor in Bayern s goal also looks forward to the match against Inter and even recognizes a connection between the *Nerazzurri* and Union Berlin from Saturday. Goalkeeper Manuel Neuer spoke about possible similarities in the approach of the Berliners and [Group 1]: * Inter is, of course, also a clever team that can defend very well. * Union, however, had solved many things with long balls in build-up play. * There, we might also see our chance that Inter tries to play more, that we then also gain ball possession in midfield and have a shorter route to the opponent s goal. *

This year in the Champions League group stage, FC Bayern will face not only Inter Milan but also Viktoria Plze . Additionally, the German record champions will encounter FC Barcelona, where, after much drama, world-class striker Robert Lewandowski is the only one hunting for goals. The Catalans will be the first opponent in the Allianz Arena on Tuesday, September 13. *(smk/dpa)*",NO,"NO   No mention of economic threat framing (T1–T5). The text discusses football tactics and team comparisons, with no reference to immigration, costs, or resource strain.",NO,"NO   The text discusses football tactics, team strategies, and player transfers (Lewandowski) with no mention of immigration, labor shortages, economic growth, tax revenue, or any economic benefit linked to [Group 1]. No sub-criterion B1–B5 applies."
6445,NTV,"For the judge, it will now become ""physically difficult"" to pursue her profession, Senator Kreck said. She reiterated that the Senate administration would use all available instruments to ""completely remove"" the accused from judicial service. Corresponding steps have been initiated, Kreck added.

Thus, an appeal has been filed with the administrative court of appeal (*Dienstgerichtshof*) at the Berlin-Brandenburg Higher Administrative Court (*Oberverwaltungsgericht*) against a decision by the Berlin Administrative Court. In October, the court had refused to force Malsack-Winkemann into early retirement due to her political speeches about [Group 1] in the Bundestag and further statements.

As a former lawmaker, the AfD politician like all outgoing members of parliament who wish has access to Bundestag buildings. She serves as a member of the AfD s federal arbitration court (*Bundesschiedsgericht*). The arrest ""has no automatic effect on party positions,"" party deputy Stephan Brandner said when asked.",NO,"NO   No mention of economic threat framing (T1–T5). Text discusses administrative/legal actions and party positions, with no cost, burden, or resource strain language.",NO,"NO   The text discusses legal proceedings, political statements, and party positions with no mention of economic benefit, labor market outcomes, or immigration-related economic effects (B1–B5). No reference to tax revenue, GDP, labor shortages, or integration measures."
3340,HNA,"According to Hannah Hintze, spokesperson for the state reception authority, other Lower Saxon first-reception facilities in Bramsche, Braunschweig, Fallingbostel-Oerbke, Oldenburg, and Osnabr ck are also preparing at full speed for the arrival of Ukrainian [Group 1].

Meanwhile, G ttingen s Mayor Petra Broistedt (SPD) has announced that the city can accommodate more [Group 1]. * We have signaled that we are ready to provide people from Ukraine with shelter, protection, and at least a temporary home beyond the quota in the hope that the situation in Ukraine will soon ease and a return to their homeland becomes possible. *

Whether and when [Other Group] will be taken in in G ttingen remains unclear for now. Broistedt has already tasked an administrative working group to ensure that people have accommodation when they arrive in southern Lower Saxony. *(Niko M nkemeyer and Bernd Schlegel)*",NO,"NO   Logistics reporting: text only states that accommodation is being prepared or exists, with no mention of cost, burden, strain, overload, or shortage.",NO,"NO   The text describes **accommodation, shelter, and administrative preparations** for Ukrainian refugees, but **no explicit mention of labor market integration, skill shortages, tax revenue, GDP growth, or economic benefit** (B1–B5). The focus is on humanitarian support and temporary housing, not economic outcomes."
713,Focus,"German tennis pro Oscar Otte has reached the quarterfinals of the ATP tournament in Belgrade. The 28-year-old staged an upset victory over fourth seed Aslan Karatsev with a 6:7 (4:7), 6:1, 6:3 win.

In the quarterfinals, the Cologne player will face Fabio Fognini on Friday, who defeated Slovenian Aljaz Bedene in two sets. Otte is the only German player competing in Belgrade.

At the event, which carries a prize pool of  597,900, world No. 1 and local favorite Novak Djokovic remains the clear favorite.",NO,"NO   No mention of immigration, refugees, or economic threat framing. Tennis tournament context unrelated to T1–T5.",NO,"NO   The text discusses a tennis tournament, prize money, and individual sports achievements with no mention of immigration, labor shortages, economic benefits, or integration measures."
5987,SZ,"Negotiators from the Federal Republic of Germany, the Free State of Bavaria, and the state capital of Munich are not yet considering the rejection as final. Some involved parties interpret the relatives  move simply as an attempt to increase pressure. According to *SZ* sources, the idea of establishing a foundation is now being floated to keep negotiations from collapsing.

Josef Schuster, president of the Central Council of **[Group 1]** in Germany, expressed regret over the relatives  withdrawal. *""The efforts made by the German side are, in my view, commendable. I had hoped that an agreement could be reached,""* he told the newspapers of the RedaktionsNetzwerk. The federal government also regretted the rejection. Government spokesman Steffen Hebestreit stated that the federal government considers a reassessment of how the events of that time were handled necessary.

On September 5, 1972, Palestinian terrorists attacked the Israeli Olympic team. Eleven members of the Israeli squad and one police officer were killed.",NO,"NO   No mention of economic threat framing (T1–T5). The text discusses diplomatic negotiations and historical events without any explicit reference to costs, financial burden, capacity limits, or economic harm linked to immigration.",NO,"NO   The text discusses historical events, political negotiations, and diplomatic regret but does **not** mention any economic benefit (tax revenue, GDP, labor shortage filled, or integration measures like work permits/degree recognition). No B1–B5 criteria apply."
5629,Focus,"German Bundesliga club **1. FC Union Berlin** has strengthened its attack following the departure of striker **Taiwo Awoniyi**. According to a statement from the club on Thursday, the 26-year-old **[Group 1]** **Jordan Siebatcheu** is moving from **Young Boys Bern** to the capital. Union did not disclose the length of the contract.

Last season, Siebatcheu scored 27 goals in 45 games for Young Boys and won the top-scorer award. The striker, who also holds French citizenship, also made his debut for the **U.S. national team** last year.",NO,"NO   No mention of economic threat framing (T1–T5). The text describes a sports transfer with no reference to immigration-related costs, burden, or resource strain.",NO,"NO   The text describes a **sports transfer** (football player moving between clubs) with no mention of labor shortages, economic benefit to Germany, tax revenue, GDP, or any policy-related barriers (e.g., work permits, degree recognition, or language barriers). The focus is on athletic performance, not economic integration or labor market impact."
8808,Spiegel,"**[The Other Group]** have learned their tactics from **[Group 1]**

Why is **[The Other Group]** managing to push Russian troops back daily, both in the east and the south of the country? According to Ukrainian military expert Oleh Schdanov in an interview with our reporter Thore Schr der, the explanation is not just Western weapons but also a new tactic by Ukrainian forces: *""They don t attack head-on, but from the sides and even from behind. This creates panic among Russian soldiers because they don t know where the attack is coming from, they don t know if they re already surrounded. That s why they retreat or even flee in disarray.""*",NO,"NO   Military tactics discussion with no mention of immigration, costs, or economic strain.",NO,"NO   The text discusses military tactics, weapons, and troop movements in Ukraine with no mention of immigration, labor shortages, economic growth, tax revenue, or any economic benefit linked to [Group 1] or [The Other Group]."
1779,Tag24,"Police are investigating a 63-year-old man from Saxony, who is suspected of illegally employing [Andere Gruppe] as fake self-employed workers (symbolic image).   Silas Stein/dpa

The 63-year-old, who lives in the V cklabruck district of Upper Austria, is said to have recruited [Gruppe 1] primarily for cleaning services in the Alpine region and made them work up to 17 hours a day, investigators reported on Tuesday.

The case involves human trafficking, organized illegal labor, and severe fraud.",NO,"NO   No mention of economic threat framing (T1–T5). The text describes criminal activity (human trafficking, illegal labor, fraud) but does not reference costs, burden, welfare strain, labor market harm, or resource shortages linked to immigration.",YES,"B4 YES   ""recruited [Gruppe 1] primarily for cleaning services"" explicitly links immigration to filling a labor demand (cleaning services)."
5926,nordbayern.de,"**Directorial debut with *The Duellists***

Scott, who celebrates his 85th birthday this Wednesday (30 November), has once again gathered a star-studded cast. Oscar winner Joaquin Phoenix (48), who already shone as the domineering Roman Emperor Commodus in *Gladiator*, now plays the power-hungry emperor of [Group 1]. Vanessa Kirby (34, *Pieces of a Woman*) takes on the role of Empress Josephine. Napoleon has always fascinated Scott, he told the film portal *Deadline.com* in 2021: *""He emerged from nowhere to dominate everything, all while waging a love war with his adulterous wife Josephine.""*

Scott was already 40 years old when he made his screen debut in 1977 with the historical drama *The Duellists* and was promptly awarded a young filmmaker prize at the Cannes Film Festival. Since then, he has brought nearly 30 feature films to the screen, including cult classics and award-winning works like *Alien*, *Blade Runner*, *Thelma & Louise*, *Gladiator*, *The Martian*, and *House of Gucci* yet he has never himself taken home an Oscar.",NO,"NO   The text is entirely unrelated to immigration, refugees, or economic threats linked to migration; it discusses a film director’s career and a fictional historical drama.",NO,"NO   The text discusses a film project, historical figures, and a director’s career—no mention of immigration, labor shortages, economic growth, tax revenue, or any B1–B5 criteria."
2363,Junge Freiheit,"For the public broadcaster, which is funded with eight billion euros annually, this is at best embarrassing, but given the current acquittal, it is actually a scandal. All the more so since the *""Panorama""* editorial team still shows no remorse and, in a statement, claims that it never said that *""Bohnert is right-wing radical""* only, of course, that he *""sympathizes with right-wing radicalism.""*

That this is not about a slip-up but rather a left-wing campaign under the supervision of Anja Reschkes (*""Haltung zeigen!""*), is made clear, among other things, by the fact that one of the authors, Caroline Walter, is still chasing buzzwords a year and a half later. When the liberal activist Mohammed Ali Slim himself a former Bundeswehr soldier recently accused her of poor research again, Walter accused *him* of using *""Hashtags der Rechten""* (right-wing hashtags). Slim had written *""#Panoramagate""* and *""#CancelCulture.""* If that s not a clear code!",NO,"NO   The text discusses a media scandal involving accusations of bias, poor research, and political framing—no mention of economic threats (T1–T5) related to immigration.",NO,"NO   The text discusses media bias, activism, and accusations of poor research with no mention of economic benefit framing (tax revenue, labor shortages, GDP, integration measures, or lost economic value). No B1–B5 criteria apply."
7720,WAZ,"From the Netherlands: The importance of sustainable travel is growing both within and beyond the German-Dutch border. But how can travelers reliably identify accommodations that are climate-friendly or even climate-neutral? After all, green consumption is in vogue, and so is the risk of falling for so-called **""greenwashing.""**

Simone Sagi of the **Netherlands Bureau for Tourism and Congresses (NBTC)** provides guidance. **""[Group 1] are pioneers when it comes to sustainability,""** says Sagi. **""There are many sustainable projects in the cities.""** The NBTC itself aims to become **""sustainable in the broadest sense""** by 2030, as far as tourism offerings in neighboring Germany are concerned.

For those looking for green hotels or vacation rentals in the Netherlands, Simone Sagi recommends keeping an eye out for the **international ""Green Key""** seal the green key. **""That s a good way to find sustainable accommodations.""** A look at the **""Green Key""** website shows that the Netherlands is full of certified establishments quite the opposite of Germany and many other European countries.",NO,"NO   No mention of immigration, economic threat framing, or any of T1–T5. The text discusses sustainability in tourism and greenwashing, unrelated to immigration or economic burden.",NO,"NO   The text discusses **sustainability, green tourism, and certification**—no mention of economic benefits (tax revenue, GDP, labor shortages, work permits, degree recognition, or lost economic gains) linked to immigration. The phrase *""[Group 1] are pioneers when it comes to sustainability""* refers to environmental leadership, not economic benefit."
