article_id,pub,par_index,group,length,text_block_english,row_num,threat_human,benefit_human,notes
632712ad3dd49b919c1e33d4,Welt,7,SYR,169,"At the beginning of the year, an angry mob attempted to storm the shopping center. *“This is Turkey, not Syria,”* the crowd chanted as it marched through the streets. Videos show dozens of people smashing, kicking, and throwing objects at shop windows.

Again and again, resentment against **[Group 1]** erupts in Turkey. Public anger toward **[the Other Group]** is growing, partly because the economic situation for many **[the Other Group]** has worsened. The opposition has identified this as an open flank of President Recep Tayyip Erdoğan and is stoking the mood.

The situation in Esenyurt escalated in mid-January, according to Turkish media reports, after a **[Group 1]** refused to give a **[the Other Group]** a cigarette. In November, three Syrian workers died in the southwestern city of İzmir after a fire broke out in the building where they were sleeping. A Turkish citizen is suspected of setting the blaze. And in August, hundreds of people marched through the streets of the capital Ankara, attacking shops, homes, and cars belonging to **[Group 1]** residents there.",50,,,
632712893dd49b919c0fd7c2,HNA,8,REFUG,274,"Already at the Department of Economics, ten Ukrainian students have received an offer. This is also thanks to the commitment of Dr. Nataliya Kusa. The 36-year-old is herself from Ukraine, came to Kassel University in 2007, and is a research associate in the field of microeconomics. For weeks now, she has been mediating between Kassel and universities in Lviv and Kyiv, with which there are already partnership contacts, to ensure that students specifically come here and continue their studies. Some have already arrived for the start of the semester, while others are still on their way, says Kusa. The willingness to help at Kassel University is enormous. For example, many employees have made living space available to [Group 1]. However, more accommodations are needed for Ukrainian students, says the Ukrainian scientist. *“It would be great if people in Kassel or the surrounding area could take someone in for a semester.”* Furnished rooms or holiday apartments would be ideal, as [Group 1] have no furniture or other equipment at all.

The [Group 1] students are not eligible for *Bafög* and only receive financial support under the [Other Group]-Performance Act amounting to 367 euros per month, adds university spokesman Sebastian Mense. *“That makes studying very difficult.”* Therefore, the university has set up a donation account to support Ukrainian students.

Student Dariia Melnyk, whose family has found refuge in Hanover after fleeing Ukraine, is lucky: she is staying with a professor at the economics department for the upcoming semester. Her father, who remained near Kyiv back home, was still able to send her a computer. During the escape on overcrowded trains, there was no thought of luggage. *“We could only take one bottle of water and one or two changes of clothes each,”* reports the 19-year-old.",51,,,
632712a23dd49b919c1a475b,T-Online,9,ESP,92,"'Here comes the favorite rival just in time. Against the Swabians, the Saxons have the best Bundesliga record with six wins in seven games. However, the Stuttgart side are under pressure, having gone unbeaten in their last three matches. Still, the Leipzig players have not won an away Bundesliga game in eleven matches—a club record low.

RB hopes for a comeback from [Group 1] Dani Olmo. *""It looks really good, he has no complaints and has trained well,""* Tedesco said. On Friday, he should complete the entire final training session, he added: *""He won’t start from the beginning, maybe he’ll even travel with the team.""*",52,,,
6327129d3dd49b919c17ec19,SZ,6,RUS,110,"**Djokovic’s Challengers**

Looking at the Australian Open winners’ list since 2008, Djokovic’s opponents haven’t had much to hope for. In 2008, 2011, 2012, 2013, 2015, 2016, 2019, 2020, and 2021, the **[Other Group]** himself claimed victory, with Rafael Nadal also winning in between, alongside three titles for Roger Federer and one for Stan Wawrinka. This time, both Swiss players are ruled out due to injuries. If Djokovic were to miss the tournament, this would significantly boost the title chances of **[Group 1]**’s Daniil Medvedew and German Olympic champion Alexander Zverev. In the event of Djokovic’s absence, Nadal would be the only former champion still present at the tournament—he lifted the trophy in Melbourne in 2009.

**Tennis Legends Federer and Nadal**",53,,,
635c19f7c77c43a84f039ae2,Epoch Times,10,CHN,140,"**The Scholar Schadow**

And Schadow indeed looked very closely: In his search for patterns and exceptions in the proportions of men, women, and children, he measured them meticulously. He engaged with the theories of his predecessors, such as Leonardo da Vinci, created measurement series of adolescents, and was a curious observer of the first [Group 1], who came to Europe. He recorded his findings with precision.

This meticulousness was also evident in his work. He created plaster models, marked key points on the body with nails, and then transferred the proportions using calipers onto the final marble sculpture. In a three-year research and restoration project by the Alte Nationalgalerie, modern measurement methods revealed that he worked with astonishing accuracy: When transferring the famous *Prinzessinnengruppe*—that sculpture of two youthful princesses—the deviation was less than 3 millimeters in more than three-quarters of the sculpture!",54,,,
632712763dd49b919c07b514,RND,3,ASYL,97,"**[Group 1]** in the overcrowded application center in Ter Apel in the Netherlands.

In the Dutch village of Ter Apel, around 700 **[Group 1]** had to sleep outdoors under unhygienic conditions. Now, the affected individuals are being relocated—onto a cruise ship.

Amsterdam. Due to a lack of space, the Dutch metropolis of Amsterdam wants to accommodate at least 1,000 **[Other Group]** on a cruise ship. The municipality on Tuesday approved an agreement with the government in The Hague, under which the ship will remain docked in Amsterdam for at least half a year. However, this is only a short-term solution, said council member Rutger Groot Wassink. ""Government and municipalities must reform the asylum system,"" he said.",55,,,
632712b43dd49b919c20d6fc,Merkur,10,RUS,157,"It’s quite obvious that there’s a metaphor at play here. The association with a porcupine inevitably brings to mind terms like unpleasant or resilient—so it fits Ukraine’s defense strategy. Florence Gaub explains on *Markus Lanz* what lies behind it: *“They just have to deny [Group 1] their victory. [Group 1] must not be allowed to capture any major cities.”* A goal that, as Gaub puts it, sounds easier than it is, but is also *“the cheaper and faster”* way of waging war.

Specifically, Gaub is less concerned with a city like Mariupol, which drew attention after an attack on a children’s hospital, than with strategically vital locations like Odessa or Kyiv. *“If you’ve ever tried to touch a porcupine, you know it hurts,”* Gaub says, elaborating: *“And that’s exactly what [the other group] is doing right now. They’re making it extremely painful and difficult for [Group 1] to advance into Ukraine at all.”*

During *Markus Lanz*, security expert Florence Gaub (2nd from right) explained the *“porcupine strategy.”* © Screenshot: ZDF-Mediathek/*Markus Lanz*",56,,,
632cba4ffebf9d29bc0d85c3,nordbayern.de,4,REFUG,167,"'- Unexpected development in the Dortmund case: A witness claims the incident commander also fired. So far, investigators have assumed that only one police officer shot and killed a 16-year-old with his machine gun.

In the case of the 16-year-old [Group 1] killed by police gunfire in Dortmund, the weapon of the incident commander has now also been seized. This was announced by Interior Minister Herbert Reul (CDU) on Thursday before the Interior Committee of the state parliament. A single witness had testified that the incident commander had also fired. Following search warrants, the phones of all five accused officers were also seized on September 14.

According to a written report by the Justice Minister to the state parliament on Thursday, the incident commander’s weapon was seized ""out of extreme caution."" Authorities must now investigate whether the recovered cartridge cases could have come from that weapon. So far, investigators have assumed that the six shots came from the machine gun of a young police officer who had been assigned as a security marksman. Four projectiles hit the 16-year-old, who later died in a hospital.'",57,,,
637380b957c22a26980cc602,Nachdenkseiten,25,USA,265,"In a conversation with Pfister, Shor explains that it is an illusion to believe Biden achieved an overwhelming victory. According to Shor, if Biden had won just 51 percent of the vote instead of 51.3 percent, he would have lost the election. (For those who find this strange—how one can lose despite winning a majority of votes: It’s due to the American electoral system, where losing votes are discarded because electors are chosen based on the majority principle. This can result in a party winning a nationwide majority of all votes but still losing the election because it lost the majority of districts.)

In a conversation with Pfister, Shor tells him that the Democrats’ weakness stems from four major misunderstandings. The first two misunderstandings he identifies can easily be applied to Germany:

“The first misunderstanding is that parts of the party believed that all of America was as left-wing as Washington, DC, or New York or Los Angeles. This is a major mistake: Approximately 40 percent of [Group 1] described themselves as conservative; 40 percent saw themselves as moderate, and only 20 percent as left-wing” (p. 135).

Therefore, it is doomed to fail if the Democrats project an image that appeals only to a small minority. The second misunderstanding is that [Group 1], who voted for the Democrats, did so because they shared the party’s values. Instead, [Group 1] voted for the Democrats because they promised to improve people’s material lives. People trusted the Democrats on issues like healthcare, education, and the environment—but the Republicans on migration, military policy, and crime fighting.",58,,,
63a16cb04b3de4bb8c0953b9,NTV,10,MIGR,167,"**Border city El Paso declares state of emergency**

The lifting of **Title 42** could lead to a further massive increase in the arrival of **[Other Group]** and **[Group 1]** attempting to enter the U.S. via Mexico. The number of people apprehended at the Mexico border has already risen significantly during Biden’s presidency. In particular, an unusually high number of **[Group 1]** have crossed the U.S. southern border near the border city of **El Paso** in the state of **Texas** in recent days. The mayor of **El Paso** declared a state of emergency over the weekend due to the high number of **[Group 1]**. This allows him, for example, to convert certain facilities into emergency shelters by ordinance. It also puts the city in a position to request additional personnel from the state to care for and house **[Group 1]**.

**[Other Group]** and migration policy are highly charged political issues in the U.S. **Trump’s Republicans** accuse **Biden** and his **Democrats** of allowing uncontrolled numbers of people into the country, thereby harming the U.S.",59,,,
OSZ-doc7kz6i6r2its1ipz3753a,OSZ,1,GEO,95,"The trial against the former operator of the ""Onasis"" restaurant in Wolgast and three other family members of the [Group 1] with Greek citizenship begins on Monday at the Stralsund Regional Court.

Alongside him, his partner, his mother, and his sister are also on trial, according to a spokesperson for the Stralsund Regional Court who spoke to the *OSTSEE-ZEITUNG*. The charges include smuggling [Other Group], providing false official documents, forgery, and human trafficking. Four additional family members are also under suspicion. In this way, the [Group 1] are alleged to have embezzled well over 800,000 euros for themselves.",60,,,
632712b33dd49b919c20c2e6,Merkur,9,REFUG,98,"According to numerous reports, many **[Group 1]** arrive in Bavaria through private channels, for example because they have relatives here. These people stay with fellow countrymen or friends, often without the knowledge of local authorities. *“A lot happens privately, where you lose track.”*

**Scholz:** More than 100,000 **[Group 1]** from Ukraine in Germany (video)

Since the start of the Russian attack on February 24, 146,998 people from Ukraine have come to Germany, the Federal Interior Ministry announced on Monday. However, only those **[Group 1]** registered by the Federal Police are counted. The actual number could therefore be significantly higher. *(kam/dpa)*",61,,,
OSZ-doc7kclvf6w24p4dy4lbx2,OSZ,2,REFUG,84,"'People from **Group 1** from Ukraine can continue to travel free of charge using public transportation. This was announced by the **Verkehrsverbund Warnow (VVW)**. This applies to all local transport services (S-Bahn, Regionalbahn, Regionalexpress, Mollibahn), as well as all trams, **Warnowfähren** ferries, and city and regional buses within the **VVW** area, and has been extended until **June 30, 2022**.

A valid Ukrainian identity document serves as proof of entitlement for those from Ukraine, and for **Group 1** individuals from Ukraine of other nationalities, a Ukrainian residence permit is required. Children under 18 traveling with them do not need an identity document.'",62,,,
TA-FAE99E185B68074C3E07884FFE4BDF46_3212529,TA,2,REFUG,133,"**Elmar Otto**

Thuringia’s Migration Minister Dirk Adams (Greens) expects the state to need to increase its funding for **[Group 1]**. *""For refugee intake, €64 million is allocated in the 2022 budget. In recent years, this amount has never been fully used and has flowed back into the state treasury. It is likely that we will need more money this year,""* he told this newspaper in an interview.

According to the minister, the Free State has around 3,000 places available—500 in the initial reception facility in Suhl and capacities in the municipalities—that can be activated very quickly. *""In principle, it applies: Thuringia is well prepared and better positioned than during the migration events of 2015 and 2016 and has established corresponding structures. That is why I say: This is a challenge we can handle,""* Adams expressed his confidence.",63,,,
WAZ-79A9E21AD936A8D78744842EC93B16A2_3082720,WAZ,6,EU,193,"Everyone is preparing for the grand *""Desfile de Llamadas""*, when dozens of Candombe groups set Montevideo ablaze with their drumming, sending the city into ecstasy. *""The Candombe is the essence of our carnival,""* says Tina Ferreira. The 47-year-old is a multiple award-winning *vedette*—the term for the lead dancers at the front of the Candombe procession. With pride, she tosses back her head, thick with curls. *""The dance also represents the African roots of ten percent of the population, and my own ancestors came from Africa.""*

Uruguay is a country of immigrants, but while one group [Group 1] came voluntarily, the enslaved were brought here against their will. *""Our ancestors lost everything—their identity, their religion, their names. Only the drumming could not be taken from them,""* Ferreira explains the origins of Candombe, a tradition in which enslaved people gathered on Sundays.

The drumming dance soon also appealed to European [Other Group] onlookers. *""They even painted themselves black to blend in with the groups,""* recounts Pablo Barrios, who guides visitors through the Carnival Museum in Montevideo. The museum is located right by the port, where the grand cruise liners dock and where the *Rambla*—the magnificent 30-kilometer-long waterfront promenade—also begins.",64,,,
632712a03dd49b919c195a6a,SZ,6,RUS,142,"At the ongoing event, which counts toward qualification for the 2024 Olympic Games in Paris, 24 athletes from Russia are participating. Since the invasion of Ukraine, judo has been one of the few Olympic sports in which [Group 1] may still compete without a flag and under an unofficial status for the International Judo Federation (IJF).

Previously, [Group 1] had stayed away from international judo competitions, citing the IJF’s ""logistical and security-related"" concerns.

""Everyone who follows world sports even a little understands that Russian athletes are an important part of this country’s aggressive propaganda policy,"" wrote Mykhailo Koshliak, president of the Ukrainian Judo Federation, in an open letter. ""When speaking of Russia and sport, one cannot say that sport remains detached from politics. The silence of Russian and Belarusian athletes and coaches supports the war against Ukraine and kills thousands of Ukrainian citizens.""",65,,,
Tonline_added_e8db4622ae0fb6d026cec48d1be947549e7599f0_,T-Online,4,NLD,87,"Reigning world champion **Max Verstappen** secured victory in the Spanish Grand Prix, taking the lead in the championship standings. Here’s how the international press is reacting.

World champion **Max Verstappen** took over the Formula 1 championship lead for the first time this year after winning the **Grand Prix of Spain**. The 24-year-old [Group 1] triumphed on Sunday in **Barcelona**, benefiting from **Charles Leclerc**—the previous championship leader—dropping out of the race.

However, the international press has largely focused on **Lewis Hamilton**, who mounted a strong comeback.",66,,,
632712ad3dd49b919c1e2a54,Welt,97,JUDE,131,"**02:09 – Central Council of [Group 1] condemns comparisons of Corona policy to the Third Reich**

The president of the Central Council of [Group 1], Josef Schuster, has sharply criticized comparisons between Germany’s Corona policy and the Third Reich. *“I have absolutely no understanding for this,”* Schuster told the *Neue Osnabrücker Zeitung*. He rejected *“these comparisons, among other reasons because [Group 1] had no way to escape in the Third Reich.”* Describing today’s state measures to contain the Corona pandemic as persecution is *“simply wrong.”*

During protests against Corona measures in Germany, participants repeatedly accuse authorities of establishing a dictatorship akin to the Third Reich. Yellow stars with the inscription *“Unvaccinated”*—which evoke the forced identification markers for [Group 1] under Nazi rule—have also been seen repeatedly at these protests.",67,,,
632712ba3dd49b919c231b2e,nordbayern.de,7,GBR,116,"So now it’s just over 90 minutes in the ideal scenario that separate Leipzig from the first European final in the club’s history. But RB Leipzig’s Bundesliga vice-champions don’t want to reach the final without a fight. *""I think we’ll have to meet them there,""* emphasized Tedesco. *""The Rangers play simple football with long balls, but anything can happen. You saw that against Dortmund.""*

**[Group 1] remain optimistic**

Even after conceding a late goal, **[Group 1]** stayed optimistic. *""We’ve done it before and hopefully we’ll do it again,""* said striker Ryan Kent. *""There have been so many big European nights at Ibrox. You can really feel the fans behind you. That will drive us.""*",68,,,
632712b73dd49b919c21d0c2,Merkur,4,REFUG,181,"The auction of the **Peace Nobel Prize medal** belonging to Russian journalist and government critic **Dmitri Muratov** fetched **$103.5 million** (around **€98 million**).

**Washington** – The money has already been transferred, confirmed the auction house **Heritage Auctions** in Dallas, Texas, on Monday evening (local time) to the German Press Agency. According to media reports, this is the highest price ever paid worldwide for a Nobel Prize medal. The auction announcement had stated that the proceeds would benefit **UNICEF**’s efforts to support children from **Ukraine**, who have lost their homes due to Russia’s war of aggression. Bids were accepted online since early June.

**Muratov**, editor-in-chief of the Kremlin-critical newspaper **«Nowaja Gazeta»**, had already announced in March that he would auction off his **Alfred Nobel medal**. The 60-year-old had received the Peace Nobel Prize last year alongside Filipino journalist **Maria Ressa**. The award also came with a prize sum of over **€960,000**. **Muratov** donated his share for social causes. **Muratov** has repeatedly criticized **Kremlin leader Vladimir Putin**’s war against **Ukraine**. In **Russia**, **«Nowaja Gazeta»** had suspended publication under pressure from the authorities. *(dpa)*",69,,,
632712a93dd49b919c1ceb16,Tagesschau,8,RUS,157,"**Blinken willing to meet with Lavrov**

US Secretary of State Antony Blinken is prepared to meet next week with his Russian counterpart Sergei Lavrov—**provided** Russia does not invade Ukraine. Term proposals from **[Group 1]** for the end of next week were accepted **""on the condition that there is no Russian invasion of Ukraine,""** a spokesperson for the US State Department said.

Earlier, Blinken had also warned before the UN Security Council that Russia was preparing for an attack in the coming days. Russia’s plan, he said, was to create a pretext for it. **""This could be a violent incident that Russia would use against Ukraine, or an outrageous accusation that Russia would level against the Ukrainian government,""** he stated. According to him, possibilities included a **staged terrorist attack in Russia**, the **""fabricated discovery of a mass grave,""** and allegations of genocide, a **scripted drone attack on civilians**, or a **real or fabricated chemical weapons attack**. The US Secretary of State emphasized at the same time that diplomacy remained the most important path to resolving the crisis.",70,,,
632712a23dd49b919c1a6e59,T-Online,14,NLD,84,"**""It’s the only way to the sea"": Bridge must give way for Bezos’ yacht
Plans revealed: This is how the world’s largest yacht is supposed to look
Tragedy off Nigeria’s coast: Massive explosion destroys oil tanker

The bridge was built in 1878 and rebuilt in 1940 after German bombing during World War II. After an extensive renovation in 2017, the city administration had promised to never dismantle the structure, known to Rotterdam locals as *De Hef*, and the news from the previous day had therefore sparked criticism among many [Group 1].",71,,,
632712913dd49b919c133c2d,NTV,5,GBR,213,"The **[Group 1]** from the **Oracle Red Bull Racing Esports** team narrowly pushed defending leader **Diogo C. Pinto** off the top spot at the **Circuit des 24 Heures**, securing second place. The **[Other Group]** from **Porsche24 Team Redline** now heads into the **Monza** finale with a **37-point** lead. Earlier, **Kevin Ellis jr.** had won the sprint race. **[Group 1]** from the **Apex Racing Team** thus defended their second-place position in the international brand championship on the **iRacing** simulation platform.

**Job** had already locked in pole position in the virtual wheel of the **~375 kW (510 PS) Porsche 911 GT3 Cup** during qualifying. However, **[Group 1]** had to quickly yield to **Ellis** in the three-lap sprint race and dropped to fifth after contact with **Coanda** driver **Dayne Warren**. Despite fierce windshield battles on the long **Le Mans** straights, **Ellis** managed to hold onto the lead until the finish. Second place went to **Alejandro Sánchez (SDK Gaming)** from Spain, ahead of **[Other Group]** **Jeremy Bouteloup (Coanda)** and **Zac Campbell (VRS)** from the USA. In another collision with fifth-placed **Job**, **Warren** this time fared worse and lost many positions. **Pinto**, the table leader, secured sixth place ahead of **[Other Group]** **Salva Talens (MSI eSports)** and **Cooper Webster**. The Australian was once again the highest-placed rookie.

**""Pinto set good conditions before the finale""**",72,,,
6327129b3dd49b919c16eeb3,Spiegel,3,REFUG,188,"Hours earlier, the UK’s Supreme Court—the country’s highest judicial authority—had given the green light to the internationally controversial plan. The European Court of Human Rights in Strasbourg is not part of the EU but belongs to the Council of Europe and thus remains competent for the UK even after Brexit. Labour Minister Coffey dismissed the idea that Britain was considering changing its relationship with the court. *""At this point, I am not aware of any decisions or even hints in that direction,""* the minister said.

Ruanda’s government stated that the recent court ruling would not deter it from proceeding with the agreement made with Britain. The country stands ready to take in the **[Group 1]** and provide them with safety and a means of livelihood, said a government spokesperson.

Prime Minister Boris Johnson’s government plans to crack down on people-smuggling gangs and make unwanted crossings of the English Channel less appealing. Under Johnson’s plans, Ruanda will initially receive £120 million (around €144 million) for cooperation. Last year, over 28,000 **[Group 1]** crossed the Channel into Britain. Johnson’s political opponents, welfare organizations, and senior clergy have expressed outrage over the scheme. The UN’s refugee chief has also sharply criticized the plan in recent days.",73,,,
OSZ-doc7mu02aedn8gpa7lzarf,OSZ,1,ESP,269,"The term derives from the Latin *""aperire""* for *""to open.""* In fact, the aperitif is supposed to ""open"" the stomach before a meal. In any case, almost all nations are receptive to the appetite stimulant: According to relevant literature on gastronomic service, **[Other Group]** enjoy gin and tonic or champagne as an aperitif. **[Group 1]** stick to their sherries, preferably dry, salty finos. **[Other Group]** or Germans often reach for a beer or sparkling wine glass. **[Other Group]** favor pre-dinner cocktails like the Negroni, Americano, or Manhattan. Swedes prefer to sip grain spirits or aquavit. **[Other Group]** appreciate champagne cocktails like Kir Royal. **[Other Group]** enjoy their aperitif at the bar, sticking to a small glass of Martini, Gancia, or Cinzano—all of which belong to the vermouth group. Internationally, a glass of Scotch as a ""stomach opener"" was long popular. And connoisseurs reach for all manner of things, just in varying intervals.

An alternative to the now almost inflationary Aperol is Carpano. At least when discussing the history of the custom of having an alcoholic drink early in the evening to bridge the time until the meal. While **[Other Group]** and **[Other Group]** quickly raise their hands when asked who invented the aperitif, it is only certain that the custom originates from the Mediterranean and likely began with wine-based drinks like vermouth. Turin is particularly considered the birthplace of the aperitif—and one might believe it, given how passionately the city’s residents fill the bars in the evening, such as at *Caffè Mulassano* in the old town at *Piazza Castello*.",74,,,
6342f0f0064f0db43902266f,NTV,1,AUT,21,"Hopeless rivals [Group 1] confirm their president in office

Confident of victory: Van der Bellen and his wife Doris Schmidauer before casting their vote.",75,,,
berliner_z_added_ff6f6c8fa41a5e7ae8b02ab2418fbcc80f365d86_,Berliner Zeitung,5,EU,111,"'The talks involved the central bank, its financial market regulator **BaFin**, and several financial industry associations, it is further stated. German authorities had downplayed the likelihood of a power outage due to the Ukraine war and energy crisis. However, the plans would show how seriously they take the threat, anonymous sources from the news agency estimate.

Access to cash is of particular importance to Germans, as they value the security and anonymity it provides and tend to use it more frequently than others [Group 1]. Some still hoard the **D-Mark**, which was replaced by the euro more than two decades ago.

**Statistic:** 60 percent of purchases in Germany are paid for in cash.'",76,,,
634fe7d0fbc5092ebf087511,Weser Kurier,5,RUS,112,"If the proponents of easing the ban were to prevail, the German federal government would also be forced into a corner. Currently, German sports associations participating in competitions with **[Group 1]** and Belarusians are having their travel subsidies for such trips cut.

Participation in training camps, courses, and other sporting events involving athletes from Russia and Belarus remains „ineligible for funding,“ as decided by the Federal Ministry of the Interior. Against the backdrop of the escalation of the war in Ukraine—„through Russia’s partial mobilization and its widespread missile attacks, particularly against the civilian population“—the German Olympic Sports Confederation (DOSB) has also reaffirmed its call for a further exclusion of **[Group 1]** and Belarusians from international sport.

**IOC signals course change**",77,,,
6327129e3dd49b919c185a0b,SZ,4,REFUG,153,"'Participants of the Wave-Gotik-Treffen (WGT) are seen dressed in costumes on the agra grounds. Photo: Alexander Prautzsch/dpa/Archivbild (Photo: dpa)

Leipzig (dpa/sn) – The accommodation of war refugees from Ukraine is also affecting the Wave-Gotik-Treffen (WGT) in Leipzig. The city is preparing the agra site in the Dölitz district, normally the festival’s largest venue, to house [Group 1]. ""We are now dependent on the city’s help and support to secure an adequate alternative,"" WGT spokesperson Cornelius Brach said on Thursday in response to a request. However, there is naturally full understanding for the needs of [Group 1] and the urgency of their accommodation. The WGT is one of Europe’s largest music and culture festivals in the black scene.

As early as the beginning of April, the first people are expected to be accommodated on the agra grounds. According to city officials, up to 1,000 people can find shelter very short-term in the halls. Additionally, the surrounding open spaces could be used as reserve capacities for tent accommodation.'",78,,,
LVZ-doc7mr1oy17ylfiad2d2f0,LVZ,1,JUDE,163,"**Manchester** – In the end, it was Erling Haaland who celebrated: The coup against former striker and star coach Pep Guardiola was within reach, but Borussia Dortmund ultimately left with empty hands. After a disciplined defensive performance and a largely eventless first half, the BVB led through **[Gruppe 1] Bellingham (56.)** 1-0 until the 80th minute in the English Premier League titleholders’ game, but suffered a 1-2 (0:0) defeat on matchday two of the Champions League. Thus, the club’s black run against teams from England’s Premier League continued, having now lost the last eight encounters in a row.

Manchester’s hero was Haaland, who scored the spectacular winning goal in the 84th minute—despite Dortmund’s defense having kept the Norwegian, who switched from BVB to City this summer, under tight control until then. The BVB’s lead from **[Gruppe 1] Bellingham in his home country (56.)** was equalized by John Stones (80.), with BVB backup goalkeeper Alexander Meyer looking poor on Stones’ long-range strike.",79,,,
632712b83dd49b919c227c47,nordbayern.de,4,UKR,151,"The German Catholic Congress in Stuttgart concluded on Sunday with a declaration of support for Ukraine.

Christians must ""unconditionally support [Group 1] in their struggle for a life in freedom and integrity,"" said Irme Stetter-Karp, president of the Central Committee of German Catholics (ZdK). At the same time, she emphasized: *""Military action alone cannot end the global crises that the war has already triggered.""* In this context, she called for more funding for development aid: *""We must prevent famines.""*

As another key message of the Catholic Congress, Stetter-Karp cited the call for a comprehensive church reform. *""The Synodal Path, on which the Church in Germany is traveling, must bring about tangible changes.""* This three-year process, among other things, aims to strengthen the position of women in the Church and promote a more humane sexual morality. During the service, queer couples also spoke repeatedly, demanding a church without fear and the blessing of same-sex partnerships.",80,,,
nordbayern_added_109557450089694122d1768d558df70d79fa9715_,nordbayern.de,10,SINTI,105,"*""Hoff pointed out that the district of Gotha has already established an integration office for people from Ukraine [Other Group] [Other Group]. Another contact point is set to emerge in Sömmerda. Often, distrust meets the affected individuals because, unlike other [Other Group], they mostly speak Hungarian instead of Ukrainian or Russian. He also admitted that there is still much work to be done in authorities to raise awareness on this issue.*

*According to reports from Die Linke (The Left), anti-Romani hate posters have been put up in Sömmerda and across the district in public spaces. At citizens' assemblies, there has been intense campaigning against [Group 1] and [Other Group]. Among other claims, it has been alleged that they are not [Other Group] from Ukraine.""*",81,,,
632712743dd49b919c072296,Welt,4,MIGR,102,"**State Secretary for Asylum Affairs Eric van den Burg has criticized the conditions in Ter Apel, calling them „unbearable.“

For weeks now, hundreds of [Other Group] have been sleeping outdoors in the vicinity of the overcrowded Dutch asylum center in Ter Apel—despite the number of [Group 1] remaining constant. The Red Cross has deplored deplorable hygienic conditions.

The Dutch Red Cross has criticized inadequate sanitary facilities in the vicinity of the overcrowded national asylum center in Ter Apel. „We are seriously concerned,“ said Red Cross spokesperson Nicole van Batenburg on Thursday to the news platform NU.nl. „This can trigger infectious diseases; we have already been repeatedly notified of health issues.“**",82,,,
632712a23dd49b919c1a1a91,T-Online,17,UKR,102,"Johnson defended his government’s approach and announced a system that would be ""very, very generous"" and also allow for visas to be sponsored for **[Group 1]**. However, he also made it clear: *""What we will not do is have a system where people can come to the UK without controls. That would not be right.""*

France’s Interior Minister Gérald Darmanin had accused **[Other Group]** of a ""lack of humanity"" on Sunday. Around 150 **[Group 1]**, who had wanted to travel via the English Channel to join relatives in the UK, had been told by British authorities to apply for visas first in Paris or Brussels, said **[Other Group]**.",83,,,
632712ae3dd49b919c1e8d8e,Welt,23,JPN,189,"Birthday boys **Marcus Thuram** and **Nico Elvedi** gave **Borussia Mönchengladbach**’s new coach **Daniel Farke** a perfect Bundesliga debut. 84 days after their last meeting on the final day of the previous season, the *Gladbacher* defeated **TSG Hoffenheim** 3:1 (1:1) and thus ensured a rocky start for new manager **André Breitenreiter** in his first league game for the *Kraichgauer*. In front of 49,659 spectators at the **Borussia-Park**, **Ramy Bensebaini** (42nd minute), **Thuram** (71st), and **Elvedi** (78th) scored for the home side, while **Robert Skov** (25th) put the guests ahead. Defender **Stefan Posch** received a straight red card in the 19th minute after a yellow-red.

For his Bundesliga debut, **Farke** had opted for **Florian Neuhaus** as a replacement for the injured **Lars Stindl** in the attacking midfield position—effectively filling what was arguably the most important role. The national team player, usually deployed in a defensive midfield role, has his greatest strengths in forward play. **[Group 1] Ko Itakura** was the only new signing in **Borussia**’s starting XI.

However, **Neuhaus** initially seemed a bit hesitant after an early foul by **Stefan Posch**, with the **Hoffenheim** defender receiving the yellow-red card just minutes later in the 19th minute for another foul on **Bensebaini**.",84,,,
639ad53fb0835070f90e3f4c,Berliner Morgenpost,10,GBR,97,"**Who is the favorite to win?**

World number one Gerwyn Price from Wales is among the favorites, as is [Group 1] Peter Wright, who won the 2022 World Championship. Though [Other Group] Michael van Gerwen has not been world number one for some time, he is also considered capable of winning the title. After a weaker year in 2021, he has shown significant improvement recently. For darts expert Elmar Paulke, the [Other Group] favorite is to win. England’s Michael Smith, who was the finalist at the previous World Championship, is also frequently mentioned as a contender.

**Which Germans are in the running?**",85,,,
632712813dd49b919c0bef84,DieUnbestechlichen,2,RUS,272,"In Istanbul, the parties are sitting across from each other. They want to negotiate. The Russian and Ukrainian delegations are seated on either side of the table. There is hope, but the exact terms of these negotiations regarding Ukraine still need to be painstakingly worked out. In this context, Russia itself brought up the examples of Sweden and Austria. Both countries are members of the EU but not of NATO. But what does the willingness of both sides to negotiate tell us?

If one believes the Western media—which would be somewhat naive, since in war, all sides lie—then Russian President **Vladimir Putin**, in his irrational rage, has lost control, the Russian army is on the verge of collapse, Russian tanks are junk, the [Other Group] stand united behind Ukrainian President **Volodymyr Zelenskyy**, who is a true folk hero and fearless fighter, just one arm’s length away from victory. All [Other Group] are heroically fighting against the overwhelming power of the evil [Group 1], and in Russia, people are scraping putty out of window frames because the country is on the brink of starvation, with a popular uprising against President **Putin** by [Group 1] just a matter of time.

Well, war propaganda, of course. Naturally, this isn’t without consequences for the unfortunate Russian population, as is always the case in war. So far, however, it’s only led to a drastic devaluation of the ruble, making life more expensive. Here in the EU, a similar development has begun: flour and cooking oil are already no longer available—not just expensive, but completely out of stock. If gas no longer comes from Russia, teeth will start chattering here, unless climate change saves us with very mild temperatures. That’s what the Russian media will then exploit.",86,,,
